"","판매금액","제품명","출고가","date","rate","판매금액_z_rank","판매금액_month_mean"
"1",550000,"iphone 6 64gb","924000","Mar",95.96,"A",395502.512562814
"2",380000,"galaxy s6 edge 32gb","979000","Oct",103.05,"A",295000
"3",3e+05,"galaxy s6 32gb","854000","Oct",103.05,"A",256800
"4",290000,"lg g5 32gb","836000","Mar",95.96,"B",352173.913043478
"5",280000,"lg u 32gb","396000","Apr",102.59,"A",321666.666666667
"6",280000,"galaxy a7 2016 16gb","599500","Mar",95.96,"B",252222.222222222
"7",270000,"galaxy s6 32gb","854000","Mar",95.96,"B",220655.737704918
"8",40000,"galaxy note 2 32gb","1089000","Oct",103.05,"B",121363.636363636
"9",150000,"g4 32gb","825000","Mar",95.96,"B",157714.285714286
"10",15000,"galaxy note 2 32gb","1089000","Mar",94.9,"C",107833.333333333
"11",15000,"galaxy note 2 32gb","1089000","Mar",94.9,"C",107833.333333333
"12",15000,"wine smart jazz 4gb","242000","Oct",103.05,"C",104520.833333333
"13",15000,"wine smart jazz 4gb","242000","Oct",103.05,"C",104520.833333333
"14",15000,"lg u 32gb","396000","Oct",103.05,"C",105775
"15",15000,"galaxy s4 32gb","954800","Oct",103.05,"B",100466.666666667
"16",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"17",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"18",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"19",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"20",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"21",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"22",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"23",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"24",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"25",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"26",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"27",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"28",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"29",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"30",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"31",18000,"lg u 32gb","396000","Oct",103.05,"C",105775
"32",20000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"33",20000,"g3 cat.6 32gb","649000","Oct",103.05,"C",113669.12
"34",20000,"iphone 7 128gb","999000","May",102.59,"C",20000
"35",20000,"iphone 6 16gb","789800","Oct",103.05,"C",316051.344743276
"36",20000,"iphone 6 16gb","789800","Oct",103.05,"C",316051.344743276
"37",20000,"galaxy s6 32gb","854000","Oct",103.05,"C",256800
"38",20000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"39",20000,"vega iron2 32gb","783200","Oct",103.05,"C",99545.4545454545
"40",20000,"vega iron2 32gb","783200","Mar",95.96,"C",96000
"41",20000,"optimus g 32gb","968000","Mar",95.96,"C",133125
"42",20000,"lg u 32gb","396000","Oct",103.05,"C",105775
"43",20000,"optimus g 32gb","968000","Oct",103.05,"C",135967.741935484
"44",20000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"45",20000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"46",20000,"galaxy s3 3g 8gb","904200","May",102.59,"B",20000
"47",20000,"galaxy alpha 32gb","748000","Feb",94.9,"C",20000
"48",20000,"galaxy note3 32gb","1067000","Mar",95.96,"C",133545.454545455
"49",20000,"lg g2 32gb","616000","Oct",103.05,"C",63625
"50",20000,"lg g2 32gb","616000","Oct",103.05,"C",63625
"51",20000,"lg g2 32gb","616000","Oct",103.05,"C",63625
"52",20000,"lg g2 32gb","616000","Oct",103.05,"C",63625
"53",20000,"lg g2 32gb","616000","Oct",103.05,"C",63625
"54",20000,"lg g2 32gb","616000","Oct",103.05,"C",63625
"55",20000,"wine smart jazz 4gb","242000","Sep",103.05,"B",70000
"56",20000,"lg u 32gb","396000","Oct",103.05,"C",105775
"57",20000,"wine smart jazz 4gb","242000","Aug",102.59,"B",72000
"58",20000,"wine smart jazz 4gb","242000","Aug",102.59,"B",72000
"59",20000,"wine smart jazz 4gb","242000","Mar",94.9,"B",71118
"60",20000,"galaxy s4 32gb","954800","Mar",95.96,"B",115735.294117647
"61",20000,"g4 32gb","825000","Mar",95.96,"C",157714.285714286
"62",20000,"wine smart jazz 4gb","242000","Oct",103.05,"B",104520.833333333
"63",20000,"wine smart jazz 4gb","242000","Mar",94.9,"B",71118
"64",20000,"wine smart jazz 4gb","242000","Mar",94.9,"B",71118
"65",20000,"galaxy s4 32gb","954800","Oct",103.05,"B",100466.666666667
"66",20000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"67",20000,"galaxy s4 32gb","954800","Mar",95.96,"B",115735.294117647
"68",20000,"galaxy s4 32gb","954800","Oct",103.05,"B",100466.666666667
"69",20000,"galaxy note 2 32gb","1089000","Mar",95.96,"B",107833.333333333
"70",20000,"galaxy s4 32gb","954800","Oct",103.05,"B",100466.666666667
"71",20000,"galaxy note3 neo 16gb","790000","Oct",103.05,"C",84807.6923076923
"72",20000,"vega secret up 16gb","954800","Oct",103.05,"B",80416.6666666667
"73",20000,"galaxy note3 32gb","1067000","Mar",95.96,"C",133545.454545455
"74",20000,"wine smart jazz 4gb","242000","May",102.59,"B",390000
"75",22000,"lg u 32gb","396000","Oct",103.05,"C",105775
"76",25000,"lg g2 32gb","616000","Oct",103.05,"C",63625
"77",25000,"lg u 32gb","396000","Apr",102.59,"B",321666.666666667
"78",25000,"wine smart jazz 4gb","242000","Oct",103.05,"B",104520.833333333
"79",25000,"galaxy note 2 32gb","1089000","Oct",103.05,"B",121363.636363636
"80",25000,"galaxy note 2 32gb","1089000","Oct",103.05,"B",121363.636363636
"81",25000,"galaxy s3 3g 8gb","904200","Jul",102.59,"B",25000
"82",25000,"galaxy note7 64gb","988900","Oct",103.05,"C",478684.210526316
"83",25000,"galaxy note7 64gb","988900","Oct",103.05,"C",478684.210526316
"84",25000,"galaxy note7 64gb","988900","Oct",103.05,"C",478684.210526316
"85",25000,"galaxy s4 32gb","954800","Aug",102.59,"B",58333.3333333333
"86",30000,"y6 8gb","154000","Mar",95.96,"B",362000
"87",30000,"wine smart jazz 4gb","242000","Oct",103.05,"B",104520.833333333
"88",30000,"g3 cat.6 32gb","649000","Mar",95.96,"C",157000
"89",30000,"vega iron2 32gb","783200","Oct",103.05,"C",99545.4545454545
"90",30000,"lg g5 32gb","836000","Oct",103.05,"C",332570.107526882
"91",30000,"galaxy s6 32gb","854000","Sep",103.05,"C",30000
"92",30000,"lg u 32gb","396000","Oct",103.05,"B",105775
"93",30000,"optimus g 32gb","968000","Feb",94.9,"C",30000
"94",30000,"lg g2 32gb","616000","Oct",103.05,"C",63625
"95",30000,"galaxy note4 32gb","396000","Oct",103.05,"C",225273.314285714
"96",30000,"lg u 32gb","396000","Oct",103.05,"B",105775
"97",30000,"wine smart jazz 4gb","242000","Jun",102.59,"B",63333.3333333333
"98",30000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"99",30000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"100",30000,"galaxy s4 32gb","954800","Apr",102.59,"B",86666.6666666667
"101",30000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"102",30000,"galaxy s4 32gb","954800","Oct",103.05,"B",100466.666666667
"103",30000,"galaxy s4 32gb","954800","Oct",103.05,"B",100466.666666667
"104",30000,"galaxy s4 32gb","954800","Oct",103.05,"B",100466.666666667
"105",30000,"galaxy note3 neo 16gb","790000","Oct",103.05,"C",84807.6923076923
"106",30000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"107",30000,"galaxy note3 neo 16gb","790000","Oct",103.05,"C",84807.6923076923
"108",30000,"galaxy note3 neo 16gb","790000","Oct",103.05,"C",84807.6923076923
"109",30000,"vega iron2 32gb","783200","Jul",102.59,"C",30000
"110",30000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"111",30000,"galaxy note 2 32gb","1089000","Mar",95.96,"B",107833.333333333
"112",30000,"iphone 5 16gb","484000","Mar",95.96,"C",103125
"113",30000,"lg u 32gb","396000","Oct",103.05,"B",105775
"114",30000,"wine smart jazz 4gb","242000","Apr",102.59,"B",83333.3333333333
"115",30000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"116",32000,"galaxy alpha 32gb","748000","Mar",95.96,"C",102133.333333333
"117",33000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"118",34900,"lg u 32gb","396000","Sep",103.05,"B",96842.8571428571
"119",34900,"lg u 32gb","396000","Oct",103.05,"B",105775
"120",35000,"galaxy note3 32gb","1067000","Sep",103.05,"C",55000
"121",35000,"galaxy note3 32gb","1067000","Sep",103.05,"C",55000
"122",35000,"galaxy note3 32gb","1067000","Sep",103.05,"C",55000
"123",35000,"lg u 32gb","396000","May",102.59,"B",35000
"124",35000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"125",35000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"126",35000,"wine smart jazz 4gb","242000","Oct",103.05,"B",104520.833333333
"127",35000,"galaxy note3 32gb","1067000","Sep",103.05,"C",55000
"128",35000,"g pro2 32gb","999000","Oct",103.05,"C",89791.6666666667
"129",39000,"iphone 4s 16gb","814000","Oct",103.05,"C",109000
"130",40000,"wine smart jazz 4gb","242000","Oct",103.05,"B",104520.833333333
"131",40000,"g pro2 32gb","999000","Oct",103.05,"C",89791.6666666667
"132",40000,"galaxy note 2 32gb","1089000","Mar",95.96,"B",107833.333333333
"133",40000,"galaxy note 2 32gb","1089000","Oct",103.05,"B",121363.636363636
"134",40000,"g3 cat.6 32gb","649000","Jul",102.59,"C",40000
"135",40000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"136",40000,"galaxy s5 32gb","825000","Jun",102.59,"C",40000
"137",40000,"galaxy s5 32gb","825000","Jun",102.59,"C",40000
"138",40000,"galaxy s5 32gb","825000","Jun",102.59,"C",40000
"139",40000,"galaxy s5 32gb","825000","Jun",102.59,"C",40000
"140",40000,"g3 cat.6 32gb","649000","Jul",102.59,"C",40000
"141",40000,"g3 cat.6 32gb","649000","Jul",102.59,"C",40000
"142",40000,"g3 cat.6 32gb","649000","Jul",102.59,"C",40000
"143",40000,"g3 cat.6 32gb","649000","Jul",102.59,"C",40000
"144",40000,"g3 cat.6 32gb","649000","Jul",102.59,"C",40000
"145",40000,"g3 cat.6 32gb","649000","Jul",102.59,"C",40000
"146",40000,"g3 cat.6 32gb","649000","Jul",102.59,"C",40000
"147",40000,"g3 cat.6 32gb","649000","Jul",102.59,"C",40000
"148",40000,"lg u 32gb","396000","Oct",103.05,"B",105775
"149",40000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"150",40000,"wine smart jazz 4gb","242000","Mar",94.9,"B",71118
"151",40000,"wine smart jazz 4gb","242000","Mar",94.9,"B",71118
"152",40000,"g4 32gb","825000","Mar",94.9,"C",157714.285714286
"153",40000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"154",40000,"g3 cat.6 32gb","649000","Oct",103.05,"C",113669.12
"155",40000,"lg g5 32gb","836000","Oct",103.05,"C",332570.107526882
"156",40000,"lg u 32gb","396000","Oct",103.05,"B",105775
"157",40000,"galaxy note4 32gb","1067000","Oct",103.05,"C",225273.314285714
"158",40000,"galaxy note4 32gb","1067000","Oct",103.05,"C",225273.314285714
"159",40000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"160",40000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"161",40000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"162",40000,"wine smart jazz 4gb","242000","Oct",103.05,"B",104520.833333333
"163",40000,"wine smart jazz 4gb","242000","Feb",94.9,"B",68000
"164",40000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"165",40000,"galaxy grand max 16gb","310000","Mar",95.96,"C",84611.1111111111
"166",40000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"167",40000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"168",40000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"169",40000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"170",40000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"171",40000,"galaxy s4 32gb","954800","Mar",95.96,"B",115735.294117647
"172",40000,"galaxy s4 32gb","954800","Mar",95.96,"B",115735.294117647
"173",40000,"galaxy note 2 32gb","1089000","Mar",95.96,"B",107833.333333333
"174",40000,"iphone 5 16gb","484000","May",102.59,"C",93333.3333333333
"175",40000,"g4 32gb","825000","Oct",103.05,"C",149818.181818182
"176",40000,"galaxy note 2 32gb","1089000","Mar",95.96,"B",107833.333333333
"177",40000,"galaxy note3 neo 16gb","790000","Oct",103.05,"C",84807.6923076923
"178",40000,"galaxy note4 32gb","957000","Apr",102.59,"C",113333.333333333
"179",40000,"galaxy note4 32gb","957000","Apr",102.59,"C",113333.333333333
"180",40000,"galaxy note4 32gb","957000","May",102.59,"C",213333.333333333
"181",40000,"galaxy note7 64gb","988900","Oct",103.05,"C",478684.210526316
"182",40000,"galaxy note3 32gb","1067000","Sep",103.05,"C",55000
"183",40000,"luna 16gb","449900","Mar",95.96,"C",124545.454545455
"184",40000,"luna 16gb","449900","Mar",95.96,"C",124545.454545455
"185",40000,"iphone 4s 16gb","814000","Aug",102.59,"C",43333.3333333333
"186",40000,"iphone 4s 16gb","814000","Aug",102.59,"C",43333.3333333333
"187",40000,"iphone se 64gb","634700","Oct",103.05,"C",450064.935064935
"188",40000,"iphone se 64gb","634700","Sep",103.05,"C",277777.75
"189",40000,"optimus g 32gb","968000","Mar",94.9,"C",133125
"190",40000,"wine smart jazz 4gb","242000","Feb",94.9,"B",68000
"191",40000,"g pro2 32gb","999000","Oct",103.05,"C",89791.6666666667
"192",40000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"193",40000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"194",40000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"195",42000,"wine smart jazz 4gb","242000","Oct",103.05,"B",104520.833333333
"196",43000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"197",43000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"198",43000,"galaxy s4 32gb","954800","Oct",103.05,"B",100466.666666667
"199",44000,"iphone 5 16gb","484000","Oct",103.05,"C",113565.217391304
"200",45000,"optimus g 32gb","968000","Mar",95.96,"C",133125
"201",45000,"lg g2 32gb","616000","Oct",103.05,"C",63625
"202",45000,"lg g2 32gb","616000","Oct",103.05,"C",63625
"203",45000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"204",45000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"205",45000,"lg u 32gb","396000","Oct",103.05,"B",105775
"206",45000,"lg u 32gb","396000","Sep",103.05,"B",96842.8571428571
"207",45000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"208",45000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"209",45000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"210",45000,"lg u 32gb","396000","Oct",103.05,"B",105775
"211",45000,"galaxy note 2 32gb","1089000","Oct",103.05,"B",121363.636363636
"212",45000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"213",47000,"iphone 4s 16gb","814000","May",102.59,"C",47000
"214",49000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"215",49900,"wine smart jazz 4gb","242000","Mar",94.9,"B",71118
"216",50000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"217",50000,"wine smart jazz 4gb","242000","Oct",103.05,"B",104520.833333333
"218",50000,"optimus g 32gb","968000","Mar",95.96,"C",133125
"219",50000,"optimus g 32gb","968000","Mar",95.96,"C",133125
"220",50000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"221",50000,"galaxy note3 32gb","1067000","Apr",102.59,"C",160666.666666667
"222",50000,"galaxy note3 32gb","1067000","Apr",102.59,"C",160666.666666667
"223",50000,"galaxy note3 32gb","1067000","Apr",102.59,"C",160666.666666667
"224",50000,"g pro2 32gb","999000","Oct",103.05,"C",89791.6666666667
"225",50000,"lg g2 32gb","616000","Mar",95.96,"B",56000
"226",50000,"lg g2 32gb","616000","Mar",95.96,"B",56000
"227",50000,"lg g2 32gb","616000","Mar",95.96,"B",56000
"228",50000,"lg u 32gb","396000","Oct",103.05,"B",105775
"229",50000,"lg u 32gb","396000","Oct",103.05,"B",105775
"230",50000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"231",50000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"232",50000,"vega secret up 16gb","954800","Mar",95.96,"B",332000
"233",50000,"vega secret up 16gb","954800","Mar",95.96,"B",332000
"234",50000,"wine smart jazz 4gb","242000","Apr",102.59,"B",83333.3333333333
"235",50000,"lg g2 32gb","616000","Mar",95.96,"B",56000
"236",50000,"galaxy s4 32gb","954800","Mar",95.96,"B",115735.294117647
"237",50000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"238",50000,"galaxy note3 32gb","1067000","Mar",95.96,"C",133545.454545455
"239",50000,"galaxy s3 3g 8gb","904200","Apr",102.59,"B",50000
"240",50000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"241",50000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"242",50000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"243",50000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"244",50000,"galaxy s4 32gb","954800","Mar",95.96,"B",115735.294117647
"245",50000,"galaxy s4 32gb","954800","Mar",94.9,"B",115735.294117647
"246",50000,"lg u 32gb","396000","Oct",103.05,"B",105775
"247",50000,"galaxy note3 neo 16gb","790000","Oct",103.05,"C",84807.6923076923
"248",50000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"249",50000,"galaxy s4 32gb","954800","Oct",103.05,"B",100466.666666667
"250",50000,"galaxy s4 32gb","954800","Oct",103.05,"B",100466.666666667
"251",50000,"galaxy s4 32gb","954800","Mar",95.96,"B",115735.294117647
"252",50000,"galaxy s6 32gb","854000","Mar",95.96,"C",220655.737704918
"253",50000,"galaxy note 2 32gb","1089000","Oct",103.05,"B",121363.636363636
"254",50000,"galaxy note 2 32gb","1089000","Jun",102.59,"B",75000
"255",50000,"galaxy note 2 32gb","1089000","Oct",103.05,"B",121363.636363636
"256",50000,"galaxy note 2 32gb","1089000","Oct",103.05,"B",121363.636363636
"257",50000,"galaxy note3 32gb","1067000","Oct",103.05,"C",136525.423728814
"258",50000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"259",50000,"galaxy note3 32gb","1067000","Mar",95.96,"C",133545.454545455
"260",50000,"g3 cat.6 32gb","649000","Oct",103.05,"C",113669.12
"261",50000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"262",50000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"263",50000,"vega iron2 32gb","783200","Mar",95.96,"C",96000
"264",50000,"wine smart jazz 4gb","242000","Apr",102.59,"B",83333.3333333333
"265",50000,"iphone 6 16gb","789800","Oct",103.05,"C",316051.344743276
"266",50000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"267",50000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"268",50000,"galaxy s4 32gb","954800","Aug",102.59,"B",58333.3333333333
"269",50000,"iphone 4s 16gb","814000","Aug",102.59,"B",43333.3333333333
"270",50000,"iphone 6s Plus 64gb","924000","Oct",103.05,"C",553478.260869565
"271",50000,"iphone 5 16gb","484000","Oct",103.05,"C",113565.217391304
"272",50000,"iphone 5 16gb","484000","Oct",103.05,"C",113565.217391304
"273",50000,"iphone se 64gb","634700","Oct",103.05,"C",450064.935064935
"274",50000,"iphone se 64gb","634700","Oct",103.05,"C",450064.935064935
"275",50000,"iphone se 64gb","634700","Oct",103.05,"C",450064.935064935
"276",50000,"galaxy note4 32gb","1067000","Oct",103.05,"C",225273.314285714
"277",50000,"optimus g 32gb","968000","Oct",103.05,"C",135967.741935484
"278",50000,"wine smart jazz 4gb","242000","Feb",94.9,"B",68000
"279",50000,"wine smart jazz 4gb","242000","Feb",94.9,"B",68000
"280",50000,"wine smart jazz 4gb","242000","Feb",94.9,"B",68000
"281",50000,"wine smart jazz 4gb","242000","Feb",94.9,"B",68000
"282",50000,"wine smart jazz 4gb","242000","Feb",94.9,"B",68000
"283",50000,"wine smart jazz 4gb","242000","Feb",94.9,"B",68000
"284",50000,"wine smart jazz 4gb","242000","Feb",94.9,"B",68000
"285",50000,"wine smart jazz 4gb","242000","Jun",102.59,"B",63333.3333333333
"286",50000,"wine smart jazz 4gb","242000","Oct",103.05,"B",104520.833333333
"287",50000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"288",50000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"289",50000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"290",50000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"291",50000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"292",50000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"293",50000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"294",55000,"iphone 6 16gb","789800","Oct",103.05,"C",316051.344743276
"295",55000,"lg u 32gb","396000","Oct",103.05,"B",105775
"296",55000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"297",55000,"g4 32gb","825000","Jun",102.59,"C",85000
"298",55000,"lg u 32gb","396000","Jul",102.59,"B",238750
"299",60000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"300",60000,"galaxy note3 neo 16gb","790000","Oct",103.05,"C",84807.6923076923
"301",60000,"wine smart jazz 4gb","242000","Jul",102.59,"B",60000
"302",60000,"iphone 6 16gb","789800","Oct",103.05,"C",316051.344743276
"303",60000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"304",60000,"vega secret up 16gb","954800","Oct",103.05,"B",80416.6666666667
"305",60000,"iphone 6 64gb","924000","Aug",102.59,"C",448529.411764706
"306",60000,"galaxy note 2 32gb","1089000","Aug",102.59,"B",60000
"307",60000,"wine smart jazz 4gb","242000","Oct",103.05,"B",104520.833333333
"308",60000,"lg g2 32gb","616000","Oct",103.05,"B",63625
"309",60000,"lg g2 32gb","616000","Oct",103.05,"B",63625
"310",60000,"lg g2 32gb","616000","Oct",103.05,"B",63625
"311",60000,"galaxy note 2 32gb","1089000","Oct",103.05,"B",121363.636363636
"312",60000,"galaxy s4 32gb","954800","Oct",103.05,"B",100466.666666667
"313",60000,"lg u 32gb","396000","Oct",103.05,"B",105775
"314",60000,"vega secret up 16gb","954800","Oct",103.05,"B",80416.6666666667
"315",60000,"vega iron2 32gb","783200","Oct",103.05,"B",99545.4545454545
"316",60000,"optimus g 32gb","968000","Oct",103.05,"C",135967.741935484
"317",60000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"318",60000,"lg u 32gb","396000","Oct",103.05,"B",105775
"319",60000,"galaxy note 2 32gb","1089000","Oct",103.05,"B",121363.636363636
"320",60000,"optimus g 32gb","968000","Oct",103.05,"C",135967.741935484
"321",60000,"optimus g 32gb","968000","Oct",103.05,"C",135967.741935484
"322",60000,"wine smart jazz 4gb","242000","Oct",103.05,"B",104520.833333333
"323",60000,"galaxy note 2 32gb","1089000","Mar",95.96,"B",107833.333333333
"324",60000,"galaxy note 2 32gb","1089000","Mar",95.96,"B",107833.333333333
"325",60000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"326",60000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"327",60000,"wine smart jazz 4gb","242000","Mar",95.96,"B",71118
"328",60000,"optimus g 32gb","968000","Mar",95.96,"C",133125
"329",60000,"galaxy s4 32gb","954800","Oct",103.05,"B",100466.666666667
"330",60000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"331",60000,"galaxy s3 3g 8gb","904200","Mar",95.96,"B",152678.571428571
"332",60000,"galaxy s4 lte-a 32gb","605000","Oct",103.05,"C",90000
"333",60000,"galaxy s4 lte-a 32gb","605000","Oct",103.05,"C",90000
"334",60000,"galaxy s4 32gb","954800","Mar",95.96,"B",115735.294117647
"335",60000,"galaxy s4 32gb","954800","Mar",95.96,"B",115735.294117647
"336",60000,"galaxy grand max 16gb","310000","Mar",95.96,"C",84611.1111111111
"337",60000,"galaxy note 2 32gb","1089000","Mar",95.96,"B",107833.333333333
"338",60000,"lg u 32gb","396000","Sep",103.05,"B",96842.8571428571
"339",60000,"galaxy s4 32gb","954800","Mar",95.96,"B",115735.294117647
"340",60000,"galaxy note 2 32gb","1089000","Oct",103.05,"B",121363.636363636
"341",60000,"galaxy note3 32gb","1067000","Oct",103.05,"C",136525.423728814
"342",60000,"galaxy note3 32gb","1067000","Oct",103.05,"C",136525.423728814
"343",60000,"galaxy note3 32gb","1067000","Oct",103.05,"C",136525.423728814
"344",60000,"galaxy note3 32gb","1067000","Oct",103.05,"C",136525.423728814
"345",60000,"luna 16gb","449900","Oct",103.05,"C",142352.941176471
"346",60000,"vega secret up 16gb","954800","Mar",95.96,"B",332000
"347",60000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"348",60000,"iphone 4s 16gb","814000","Oct",103.05,"B",109000
"349",60000,"iphone 5 16gb","484000","Oct",103.05,"C",113565.217391304
"350",60000,"iphone 6 64gb","924000","Oct",103.05,"C",464649.308695652
"351",60000,"wine smart jazz 4gb","242000","Oct",103.05,"B",104520.833333333
"352",60000,"galaxy s4 lte-a 32gb","605000","Oct",103.05,"C",90000
"353",60000,"lg u 32gb","396000","Oct",103.05,"B",105775
"354",60000,"g4 32gb","825000","Oct",103.05,"C",149818.181818182
"355",60000,"g4 32gb","825000","Oct",103.05,"C",149818.181818182
"356",60000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"357",60000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"358",60000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"359",60000,"y6 8gb","154000","Oct",103.05,"B",68269.2307692308
"360",65000,"lg g5 32gb","836000","Oct",103.05,"C",332570.107526882
"361",65000,"optimus g 32gb","968000","Oct",103.05,"C",135967.741935484
"362",65000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"363",65000,"lg g2 32gb","616000","Oct",103.05,"B",63625
"364",65000,"optimus g 32gb","968000","Oct",103.05,"C",135967.741935484
"365",65000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"366",65000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"367",65000,"lg g2 32gb","616000","Oct",103.05,"B",63625
"368",65000,"galaxy note 2 32gb","1089000","Mar",95.96,"B",107833.333333333
"369",65000,"galaxy s3 3g 8gb","904200","Oct",103.05,"B",68571.4285714286
"370",65000,"galaxy s4 32gb","954800","Oct",103.05,"B",100466.666666667
"371",65000,"galaxy s4 32gb","954800","Mar",95.96,"B",115735.294117647
"372",65000,"galaxy s4 32gb","954800","Jun",102.59,"B",157500
